Code	Struct	Label
8410/3	title	Sebaceous adenocarcinoma
8410/3	sub	Sebaceous carcinoma
8413/3	title	Eccrine adenocarcinoma
8420/0	title	Ceruminous adenoma
8420/3	title	Ceruminous adenocarcinoma
8420/3	sub	Ceruminous carcinoma
8430/1	title	Mucoepidermoid tumor
8430/3	title	Mucoepidermoid carcinoma
8440/0	title	"Cystadenoma, NOS"
8440/0	sub	"Cystoma, NOS"
8440/3	title	"Cystadenocarcinoma, NOS"
8441/0	title	"Serous cystadenoma, NOS"
8441/0	sub	Serous cystoma
8441/0	sub	Serous microcystic adenoma
8441/3	title	"Serous cystadenocarcinoma, NOS"
8441/3	sub	"Serous adenocarcinoma, NOS"
8441/3	sub	"Serous carcinoma, NOS"
8442/1	title	"Serous cystadenoma, borderline malignancy"
8442/1	sub	"Serous tumor, NOS, of low malignant potential"
8442/1	sub	Atypical proliferating serous tumor
8443/0	title	Clear cell cystadenoma
8444/1	title	Clear cell cystic tumor of borderline malignancy
8444/1	sub	Atypical proliferating clear cell tumor
8450/0	title	"Papillary cystadenoma, NOS"
8450/3	title	"Papillary cystadenocarcinoma, NOS"
8450/3	sub	Papillocystic adenocarcinoma
8451/1	title	"Papillary cystadenoma, borderline malignancy"
8452/1	title	Solid pseudopapillary tumor
8452/1	sub	Papillary cystic tumor
8452/1	sub	Solid and papillary epithelial neoplasm
8452/1	sub	Solid and cystic tumor
8452/3	title	Solid pseudopapillary carcinoma
8453/0	title	Intraductal papillary-mucinous adenoma
8453/1	title	Intraductal papillary-mucinous tumor with moderate dysplasia
8453/2	title	"Intraductal papillary-mucinous carcinoma, non-invasive"
8453/3	title	"Intraductal papillary-mucinous carcinoma, invasive"
8454/0	title	Cystic tumor of atrio-ventricular node
8460/0	title	"Papillary serous cystadenoma, NOS"
8460/3	title	Papillary serous cystadenocarcinoma
8460/3	sub	Papillary serous adenocarcinoma
8460/3	sub	Micropapillary serous carcinoma
8461/0	title	Serous surface papilloma
8461/3	title	Serous surface papillary carcinoma
8461/3	sub	Primary serous papillary carcinoma of peritoneum
8462/1	title	Serous papillary cystic tumor of borderline malignancy
8462/1	sub	"Papillary serous cystadenoma, borderline malignancy"
8462/1	sub	Papillary serous tumor of low malignant potential
8462/1	sub	Atypical proliferative papillary serous tumor
8463/1	title	Serous surface papillary tumor of borderline malignancy
8470/0	title	"Mucinous cystadenoma, NOS"
8470/0	sub	Mucinous cystoma
8470/0	sub	"Pseudomucinous cystadenoma, NOS"
8470/1	title	Mucinous cystic tumor with moderate dysplasia
8470/2	title	"Mucinous cystadenocarcinoma, non-invasive"
8470/3	title	"Mucinous cystadenocarcinoma, NOS"
8470/3	sub	Pseudomucinous adenocarcinoma
8470/3	sub	"Pseudomucinous cystadenocarcinoma, NOS"
8471/0	title	"Papillary mucinous cystadenoma, NOS"
8471/0	sub	"Papillary pseudomucinous cystadenoma, NOS"
8471/3	title	Papillary mucinous cystadenocarcinoma
8471/3	sub	Papillary pseudomucinous cystadenocarcinoma
8472/1	title	Mucinous cystic tumor of borderline malignancy
8472/1	sub	"Mucinous cystadenoma, borderline malignancy"
8472/1	sub	"Pseudomucinous cystadenoma, borderline malignancy"
8472/1	sub	"Mucinous tumor, NOS, of low malignant potential"
8472/1	sub	Atypical proliferative mucinous tumor
8473/1	title	"Papillary mucinous cystadenoma, borderline malignancy"
8473/1	sub	"Papillary pseudomucinous cystadenoma, borderline malignancy"
8473/1	sub	Papillary mucinous tumor of low malignant potential
8480/0	title	Mucinous adenoma
8480/3	title	Mucinous adenocarcinoma
8480/3	sub	Mucinous carcinoma
8480/3	sub	Colloid adenocarcinoma
8480/3	sub	Colloid carcinoma
8480/3	sub	Gelatinous adenocarcinoma
8480/3	sub	Gelatinous carcinoma
8480/3	sub	Mucoid adenocarcinoma
8480/3	sub	Mucoid carcinoma
8480/3	sub	Mucous adenocarcinoma
8480/3	sub	Mucous carcinoma
8480/3	sub	Pseudomyxoma peritonei with unknown primary site
8480/6	title	Pseudomyxoma peritonei
8481/3	title	Mucin-producing adenocarcinoma
8481/3	sub	Mucin-producing carcinoma
8481/3	sub	Mucin-secreting adenocarcinoma
8481/3	sub	Mucin-secreting carcinoma
8482/3	title	"Mucinous adenocarcinoma, endocervical type"
8490/3	title	Signet ring cell carcinoma
8490/3	sub	Signet ring cell adenocarcinoma
8490/6	title	Metastatic signet ring cell carcinoma
8490/6	sub	Krukenberg tumor
8500/2	title	"Intraductal carcinoma, noninfiltrating, NOS"
8500/2	sub	"Intraductal adenocarcinoma, noninfiltrating, NOS"
8500/2	sub	"Intraductal carcinoma, NOS"
8500/2	sub	"Ductal carcinoma in situ, NOS"
8500/2	sub	"DCIS, NOS"
8500/2	sub	Ductal intraepithelial neoplasia 3
8500/2	sub	DIN 3
8500/3	title	"Infiltrating duct carcinoma, NOS"
8500/3	sub	Infiltrating duct adenocarcinoma
8500/3	sub	"Duct adenocarcinoma, NOS"
8500/3	sub	"Duct carcinoma, NOS"
8500/3	sub	Duct cell carcinoma
8500/3	sub	"Ductal carcinoma, NOS"
8501/2	title	"Comedocarcinoma, noninfiltrating"
8501/2	sub	"Ductal carcinoma in situ, comedo type"
8501/2	sub	"DCIS, comedo type"
8501/3	title	"Comedocarcinoma, NOS"
8502/3	title	Secretory carcinoma of breast
8502/3	sub	Juvenile carcinoma of breast
8503/0	title	Intraductal papilloma
8503/0	sub	"Duct adenoma, NOS"
8503/0	sub	Ductal papilloma
8503/2	title	Noninfiltrating intraductal papillary adenocarcinoma
8503/2	sub	Noninfiltrating intraductal papillary carcinoma
8503/2	sub	"Intraductal papillary adenocarcinoma, NOS"
8503/2	sub	"Intraductal papillary carcinoma, NOS"
8503/2	sub	"Ductal carcinoma in situ, papillary"
8503/2	sub	"DCIS, papillary"
8503/3	title	Intraductal papillary adenocarcinoma with invasion
8503/3	sub	Infiltrating papillary adenocarcinoma
8503/3	sub	Infiltrating and papillary adenocarcinoma
8504/0	title	Intracystic papillary adenoma
8504/0	sub	Intracystic papilloma
8504/2	title	Noninfiltrating intracystic carcinoma
8504/3	title	"Intracystic carcinoma, NOS"
8504/3	sub	Intracystic papillary adenocarcinoma
8505/0	title	"Intraductal papillomatosis, NOS"
8505/0	sub	Diffuse intraductal papillomatosis
8506/0	title	Adenoma of nipple
8506/0	sub	Subareolar duct papillomatosis
8507/2	title	Intraductal micropapillary carcinoma
8507/2	sub	"Ductal carcinoma in situ, micropapillary"
8507/2	sub	"Intraductal carcinoma, clinging"
8508/3	title	Cystic hypersecretory carcinoma
8510/3	title	"Medullary carcinoma, NOS"
8510/3	sub	Medullary adenocarcinoma
8512/3	title	Medullary carcinoma with lymphoid stroma
8513/3	title	Atypical medullary carcinoma
8514/3	title	"Duct carcinoma, desmoplastic type"
8520/2	title	"Lobular carcinoma in situ, NOS"
8520/2	sub	"Lobular carcinoma, noninfiltrating"
8520/2	sub	"LCIS, NOS"
8520/3	title	"Lobular carcinoma, NOS"
8520/3	sub	Lobular adenocarcinoma
8851/0	title	Fibrolipoma
8851/3	title	"Liposarcoma, well differentiated"
8851/3	sub	"Liposarcoma, differentiated"
8851/3	sub	Lipoma-like liposarcoma
8851/3	sub	Sclerosing  liposarcoma
8851/3	sub	Inflammatory liposarcoma
8852/0	title	Fibromyxolipoma
8852/0	sub	Myxolipoma
8852/3	title	Myxoid liposarcoma
8852/3	sub	Myxoliposarcoma
8853/3	title	Round cell liposarcoma
8854/0	title	Pleomorphic lipoma
8854/3	title	Pleomorphic liposarcoma
8855/3	title	Mixed liposarcoma
8856/0	title	Intramuscular lipoma
8856/0	sub	Infiltrating lipoma
8856/0	sub	Infiltrating angiolipoma
8857/0	title	Spindle cell lipoma
8857/3	title	Fibroblastic liposarcoma
8858/3	title	Dedifferentiated liposarcoma
8860/0	title	Angiomyolipoma
8861/0	title	"Angiolipoma, NOS"
8862/0	title	Chondroid lipoma
8870/0	title	Myelolipoma
8880/0	title	Hibernoma
8880/0	sub	Fetal fat cell lipoma
8880/0	sub	Brown fat tumor
8881/0	title	Lipoblastomatosis
8881/0	sub	"Fetal lipoma, NOS"
8881/0	sub	Fetal lipomatosis
8881/0	sub	Lipoblastoma
8890/0	title	"Leiomyoma, NOS"
8890/0	sub	Fibroid uterus
8890/0	sub	Fibromyoma
8890/0	sub	Leiomyofibroma
8890/0	sub	Plexiform leiomyoma
8890/0	sub	Lipoleiomyoma
8890/1	title	"Leiomyomatosis, NOS"
8890/1	sub	Intravascular leiomyomatosis
8890/3	title	"Leiomyosarcoma, NOS"
8891/0	title	Epithelioid leiomyoma
8891/0	sub	Leiomyoblastoma
8891/3	title	Epithelioid leiomyosarcoma
8892/0	title	Cellular leiomyoma
8893/0	title	Bizarre leiomyoma
8893/0	sub	Symplastic leiomyoma
8893/0	sub	Atypical leiomyoma
8893/0	sub	Pleomorphic leiomyoma
8894/0	title	Angiomyoma
8894/0	sub	Vascular leiomyoma
8894/0	sub	Angioleiomyoma
8894/3	title	Angiomyosarcoma
8895/0	title	Myoma
8895/3	title	Myosarcoma
8896/3	title	Myxoid leiomyosarcoma
8897/1	title	Smooth muscle tumor of uncertain malignant potential
8897/1	sub	"Smooth muscle tumor, NOS"
8898/1	title	Metastasizing leiomyoma
8900/0	title	"Rhabdomyoma, NOS"
8900/3	title	"Rhabdomyosarcoma, NOS"
8900/3	sub	Rhabdosarcoma
8901/3	title	"Pleomorphic rhabdomyosarcoma, adult type"
8901/3	sub	"Pleomorphic rhabdomyosarcoma, NOS"
8902/3	title	Mixed type rhabdomyosarcoma
8902/3	sub	Mixed embryonal rhabdomyosarcoma and alveolar rhabdomyosarcoma
8903/0	title	Fetal rhabdomyoma
8904/0	title	Adult rhabdomyoma
8904/0	sub	Glycogenic rhabdomyoma
8905/0	title	Genital rhabdomyoma
8910/3	title	"Embryonal rhabdomyosarcoma, NOS"
8910/3	sub	"Embryonal rhabdomyosarcoma, pleomorphic"
8910/3	sub	Sarcoma botryoides
8910/3	sub	Botryoid sarcoma
8912/3	title	Spindle cell rhabdomyosarcoma
8920/3	title	Alveolar rhabdomyosarcoma
8921/3	title	Rhabdomyosarcoma with ganglionic differentiation
8921/3	sub	Ectomesenchymoma
8930/0	title	Endometrial stromal nodule
8930/3	title	"Endometrial stromal sarcoma, NOS"
8930/3	sub	"Endometrial sarcoma, NOS"
8930/3	sub	"Endometrial stromal sarcoma, high grade"
8931/3	title	"Endometrial stromal sarcoma, low grade"
8931/3	sub	Endolymphatic stromal myosis
8931/3	sub	Endometrial stromatosis
8931/3	sub	Stromal endometriosis
8931/3	sub	"Stromal myosis, NOS"
8932/0	title	Adenomyoma
8932/0	sub	Atypical polypoid adenomyoma
8933/3	title	Adenosarcoma
8934/3	title	Carcinofibroma
8935/0	title	"Stromal tumor, benign"
8935/1	title	"Stromal tumor, NOS"
8935/3	title	"Stromal sarcoma, NOS"
9290/3	title	Ameloblastic odontosarcoma
9290/3	sub	Ameloblastic fibrodentinosarcoma
9290/3	sub	Ameloblastic fibro-odontosarcoma
9300/0	title	Adenomatoid odontogenic tumor
9300/0	sub	Adenoameloblastoma
9301/0	title	Calcifying odontogenic cyst
9302/0	title	Odontogenic ghost cell tumor
9310/0	title	"Ameloblastoma, NOS"
9310/0	sub	"Adamantinoma, NOS"
9310/3	title	"Ameloblastoma, malignant"
9310/3	sub	"Adamantinoma, malignant"
9311/0	title	Odontoameloblastoma
9312/0	title	Squamous odontogenic tumor
9320/0	title	Odontogenic myxoma
9320/0	sub	Odontogenic myxofibroma
9321/0	title	Central odontogenic fibroma
9321/0	sub	"Odontogenic fibroma, NOS"
9322/0	title	Peripheral odontogenic fibroma
9330/0	title	Ameloblastic fibroma
9330/3	title	Ameloblastic fibrosarcoma
9330/3	sub	Ameloblastic sarcoma
9330/3	sub	Odontogenic fibrosarcoma
9340/0	title	Calcifying epithelial odontogenic tumor
9340/0	sub	Pindborg tumor
9341/1	title	Clear cell odontogenic tumor
9342/3	title	Odontogenic carcinosarcoma
9350/1	title	Craniopharyngioma
9350/1	sub	Rathke pouch tumor
9351/1	title	"Craniopharyngioma, adamantinomatous"
9352/1	title	"Craniopharyngioma, papillary"
9360/1	title	Pinealoma
9361/1	title	Pineocytoma
9362/3	title	Pineoblastoma
9362/3	sub	Mixed pineal tumor
9362/3	sub	Mixed pineocytoma-pineoblastoma
9362/3	sub	Pineal parenchymal tumor of intermediate differentiation
9362/3	sub	Transitional pineal tumor
9363/0	title	Melanotic neuroectodermal tumor
9363/0	sub	Retinal anlage tumor
9363/0	sub	Melanoameloblastoma
9363/0	sub	Melanotic progonoma
9364/3	title	Peripheral neuroectodermal tumor
9364/3	sub	"Neuroectodermal tumor, NOS"
9364/3	sub	"Peripheral primitive neuroectodermal tumor, NOS"
9364/3	sub	PPNET
9365/3	title	Askin tumor
9370/3	title	"Chordoma, NOS"
9371/3	title	Chondroid chordoma
9372/3	title	Dedifferentiated chordoma
9373/0	title	Parachordoma
9380/3	title	"Glioma, malignant"
9380/3	sub	"Glioma, NOS"
9381/3	title	Gliomatosis cerebri
9382/3	title	Mixed glioma
9382/3	sub	Oligoastrocytoma
9382/3	sub	Anaplastic oligoastrocytoma
9383/1	title	Subependymoma
9383/1	sub	Subependymal glioma
9383/1	sub	"Subependymal astrocytoma, NOS"
9383/1	sub	Mixed subependymoma-ependymoma
9384/1	title	Subependymal giant cell astrocytoma
9390/0	title	"Choroid plexus papilloma, NOS"
9390/1	title	Atypical choroid plexus papilloma
9390/3	title	Choroid plexus carcinoma
9390/3	sub	"Choroid plexus papilloma, anaplastic"
9390/3	sub	"Choroid plexus papilloma, malignant"
9391/3	title	"Ependymoma, NOS"
9391/3	sub	Epithelial ependymoma
9391/3	sub	Cellular ependymoma
8520/3	sub	"Infiltrating lobular carcinoma, NOS"
8521/3	title	Infiltrating ductular carcinoma
8522/2	title	Intraductal carcinoma and lobular carcinoma in situ
8522/3	title	Infiltrating duct and lobular carcinoma
8522/3	sub	Lobular and ductal carcinoma
8522/3	sub	Infiltrating duct and lobular carcinoma in situ
8522/3	sub	Intraductal and lobular carcinoma
8522/3	sub	Infiltrating lobular carcinoma and ductal carcinoma in situ
8523/3	title	Infiltrating duct mixed with other types of carcinoma
8523/3	sub	Infiltrating duct and cribriform carcinoma
8523/3	sub	Infiltrating duct and mucinous carcinoma
8523/3	sub	Infiltrating duct and tubular carcinoma
8523/3	sub	Infiltrating duct and colloid carcinoma
8524/3	title	Infiltrating lobular mixed with other types of carcinoma
8525/3	title	Polymorphous low grade adenocarcinoma
8525/3	sub	Terminal duct adenocarcinoma
8530/3	title	Inflammatory carcinoma
8530/3	sub	Inflammatory adenocarcinoma
8540/3	title	"Paget disease, mammary"
8540/3	sub	Paget disease of breast
8541/3	title	Paget disease and infiltrating duct carcinoma of breast
8542/3	title	"Paget disease, extramammary"
8543/3	title	Paget disease and intraductal carcinoma of breast
8550/0	title	Acinar cell adenoma
8550/0	sub	Acinar adenoma
8550/0	sub	Acinic cell adenoma
8550/1	title	Acinar cell tumor
8550/1	sub	Acinic cell tumor
8550/3	title	Acinar cell carcinoma
8550/3	sub	Acinic cell adenocarcinoma
8550/3	sub	Acinar adenocarcinoma
8550/3	sub	Acinar carcinoma
8551/3	title	Acinar cell cystadenocarcinoma
8560/0	title	Mixed squamous cell and glandular papilloma
8560/3	title	Adenosquamous carcinoma
8560/3	sub	Mixed adenocarcinoma and squamous cell carcinoma
8560/3	sub	Mixed adenocarcinoma and epidermoid carcinoma
8561/0	title	Adenolymphoma
8561/0	sub	Papillary cystadenoma lymphomatosum
8561/0	sub	Warthin tumor
8562/3	title	Epithelial-myoepithelial carcinoma
8570/3	title	Adenocarcinoma with squamous metaplasia
8570/3	sub	Adenoacanthoma
8571/3	title	Adenocarcinoma with cartilaginous and osseous metaplasia
8571/3	sub	Adenocarcinoma with cartilaginous metaplasia
8571/3	sub	Adenocarcinoma with osseous metaplasia
8572/3	title	Adenocarcinoma with spindle cell metaplasia
8573/3	title	Adenocarcinoma with apocrine metaplasia
8573/3	sub	Carcinoma with apocrine metaplasia
8574/3	title	Adenocarcinoma with neuroendocrine differentiation
8574/3	sub	Carcinoma with neuroendocrine differentiation
8575/3	title	"Metaplastic carcinoma, NOS"
8576/3	title	Hepatoid adenocarcinoma
8576/3	sub	Hepatoid carcinoma
8580/0	title	"Thymoma, benign"
8580/1	title	"Thymoma, NOS"
8580/3	title	"Thymoma, malignant, NOS"
8581/1	title	"Thymoma, type A, NOS"
8581/1	sub	"Thymoma, spindle cell, NOS"
8581/1	sub	"Thymoma, medullary, NOS"
8581/3	title	"Thymoma, type A, malignant"
8581/3	sub	"Thymoma, spindle cell, malignant"
8581/3	sub	"Thymoma, medullary, malignant"
8582/1	title	"Thymoma, type AB, NOS"
8582/1	sub	"Thymoma, mixed type, NOS"
8582/3	title	"Thymoma, type AB, malignant"
8582/3	sub	"Thymoma, mixed type, malignant"
8583/1	title	"Thymoma, type B1, NOS"
8583/1	sub	"Thymoma, lymphocyte-rich, NOS"
8583/1	sub	"Thymoma, lymphocytic, NOS"
8583/1	sub	"Thymoma, predominantly cortical, NOS"
8583/1	sub	"Thymoma, organoid, NOS"
8583/3	title	"Thymoma, type B1, malignant"
8583/3	sub	"Thymoma, lymphocyte-rich, malignant"
8583/3	sub	"Thymoma, lymphocytic, malignant"
8583/3	sub	"Thymoma, predominantly cortical, malignant"
8583/3	sub	"Thymoma, organoid, malignant"
8584/1	title	"Thymoma, type B2, NOS"
8584/1	sub	"Thymoma, cortical, NOS"
8584/3	title	"Thymoma, type B2, malignant"
8584/3	sub	"Thymoma, cortical, malignant"
8585/1	title	"Thymoma, type B3, NOS"
8585/1	sub	"Thymoma, epithelial, NOS"
8585/1	sub	"Thymoma, atypical, NOS"
8585/3	title	"Thymoma, type B3, malignant"
8585/3	sub	"Thymoma, epithelial, malignant"
8585/3	sub	"Thymoma, atypical, malignant"
8585/3	sub	Well differentiated thymic carcinoma
8586/3	title	"Thymic carcinoma, NOS"
8586/3	sub	"Thymoma, type C"
8587/0	title	Ectopic hamartomatous thymoma
8588/3	title	Spindle epithelial tumor with thymus-like element
8588/3	sub	Spindle epithelial tumor with thymus-like differentiation
8588/3	sub	SETTLE
8589/3	title	Carcinoma showing thymus-like element
8589/3	sub	Carcinoma showing thymus-like differentiation
8589/3	sub	CASTLE
8590/1	title	"Sex cord-gonadal stromal tumor, NOS"
8590/1	sub	"Gonadal stromal tumor, NOS"
8590/1	sub	Testicular stromal tumor
8590/1	sub	Ovarian stromal tumor
8590/1	sub	"Sex cord tumor, NOS"
8591/1	title	"Sex cord-gonadal stromal tumor, incompletely differentiated"
8592/1	title	"Sex cord-gonadal stromal tumor, mixed forms"
8593/1	title	Stromal tumor with minor sex cord elements
8600/0	title	"Thecoma, NOS"
8600/0	sub	Theca cell tumor
8600/3	title	"Thecoma, malignant"
8601/0	title	"Thecoma, luteinized"
8602/0	title	Sclerosing stromal tumor
8610/0	title	"Luteoma, NOS"
8610/0	sub	Luteinoma
8620/1	title	"Granulosa cell tumor, adult type"
8620/1	sub	"Granulosa cell tumor, NOS"
8620/3	title	"Granulosa cell tumor, malignant"
8620/3	sub	Granulosa cell carcinoma
8620/3	sub	"Granulosa cell tumor, sarcomatoid"
8621/1	title	Granulosa cell-theca cell tumor
8621/1	sub	Theca cell-granulosa cell tumor
8622/1	title	"Granulosa cell tumor, juvenile"
8623/1	title	Sex cord tumor with annular tubules
8630/0	title	"Androblastoma, benign"
8630/0	sub	"Arrhenoblastoma, benign"
8630/1	title	"Androblastoma, NOS"
8630/1	sub	"Arrhenoblastoma, NOS"
8630/3	title	"Androblastoma, malignant"
8630/3	sub	"Arrhenoblastoma, malignant"
8631/0	title	"Sertoli-Leydig cell tumor, well differentiated"
8631/1	title	Sertoli-Leydig cell tumor of intermediate differentiation
8631/1	sub	"Sertoli-Leydig cell tumor, NOS"
8631/3	title	"Sertoli-Leydig cell tumor, poorly differentiated"
8631/3	sub	"Sertoli-Leydig cell tumor, sarcomatoid"
8632/1	title	Gynandroblastoma
8633/1	title	"Sertoli-Leydig cell tumor, retiform"
8634/1	title	"Sertoli-Leydig cell tumor, intermediate differentiation, with heterologous elements"
8634/1	sub	"Sertoli-Leydig cell tumor, retiform, with heterologous elements"
8634/3	title	"Sertoli-Leydig cell tumor, poorly differentiated, with heterologous elements"
8640/1	title	"Sertoli cell tumor, NOS"
8640/1	sub	Pick tubular adenoma
8640/1	sub	Sertoli cell adenoma
8640/1	sub	"Tubular androblastoma, NOS"
8640/1	sub	Testicular adenoma
8640/3	title	Sertoli cell carcinoma
8641/0	title	Sertoli cell tumor with lipid storage
8641/0	sub	Folliculome lipidique
8641/0	sub	Tubular androblastoma with lipid storage
8641/0	sub	Lipid-rich Sertoli cell tumor
8642/1	title	Large cell calcifying Sertoli cell tumor
8650/0	title	"Leydig cell tumor, benign"
8650/0	sub	"Interstitial cell tumor, benign"
8650/1	title	"Leydig cell tumor, NOS"
8650/1	sub	"Interstitial cell tumor, NOS"
8650/3	title	"Leydig cell tumor, malignant"
8650/3	sub	"Interstitial cell tumor, malignant"
8660/0	title	Hilus cell tumor
8660/0	sub	Hilar cell tumor
8670/0	title	Lipid cell tumor of ovary
8670/0	sub	Lipoid cell tumor of ovary
8670/0	sub	"Steroid cell tumor, NOS"
8670/0	sub	Masculinovoblastoma
8670/3	title	"Steroid cell tumor, malignant"
8671/0	title	Adrenal rest tumor
8680/0	title	"Paraganglioma, benign"
8680/1	title	"Paraganglioma, NOS"
8680/3	title	"Paraganglioma, malignant"
8681/1	title	Sympathetic paraganglioma
8682/1	title	Parasympathetic paraganglioma
8683/0	title	Gangliocytic paraganglioma
8690/1	title	"Glomus jugulare tumor, NOS"
8690/1	sub	Jugular paraganglioma
8690/1	sub	Jugulotympanic paraganglioma
8691/1	title	Aortic body tumor
8691/1	sub	Aortic body paraganglioma
8691/1	sub	Aorticopulmonary paraganglioma
8692/1	title	Carotid body tumor
8692/1	sub	Carotid body paraganglioma
8693/1	title	"Extra-adrenal paraganglioma, NOS"
8693/1	sub	"Nonchromaffin paraganglioma, NOS"
8693/1	sub	Chemodectoma
8693/3	title	"Extra-adrenal paraganglioma, malignant"
8693/3	sub	"Nonchromaffin paraganglioma, malignant"
8700/0	title	"Pheochromocytoma, NOS"
8700/0	sub	Adrenal medullary paraganglioma
8700/0	sub	Chromaffin paraganglioma
8700/0	sub	Chromaffin tumor
8700/0	sub	Chromaffinoma
8700/3	title	"Pheochromocytoma, malignant"
8700/3	sub	"Adrenal medullary paraganglioma, malignant"
8700/3	sub	Pheochromoblastoma
8710/3	title	Glomangiosarcoma
8710/3	sub	Glomoid sarcoma
8711/0	title	"Glomus tumor, NOS"
8711/3	title	"Glomus tumor, malignant"
8712/0	title	Glomangioma
8713/0	title	Glomangiomyoma
8720/0	title	"Pigmented nevus, NOS"
8720/0	sub	"Nevus, NOS"
8720/0	sub	Melanocytic nevus
8720/0	sub	Hairy nevus
8720/2	title	Melanoma in situ
8720/3	title	"Malignant melanoma, NOS"
8720/3	sub	"Melanoma, NOS"
8721/3	title	Nodular melanoma
8722/0	title	Balloon cell nevus
8722/3	title	Balloon cell melanoma
8723/0	title	Halo nevus
8723/0	sub	Regressing nevus
8723/3	title	"Malignant melanoma, regressing"
8725/0	title	Neuronevus
8726/0	title	Magnocellular nevus
8726/0	sub	"Melanocytoma, eyeball"
8726/0	sub	"Melanocytoma, NOS"
8727/0	title	Dysplastic nevus
8728/0	title	Diffuse melanocytosis
8728/1	title	Meningeal melanocytoma
8728/3	title	Meningeal melanomatosis
8730/0	title	Nonpigmented nevus
8730/0	sub	Achromic nevus
8730/3	title	Amelanotic melanoma
8740/0	title	"Junctional nevus, NOS"
8740/0	sub	Junction nevus
8740/0	sub	Intraepidermal nevus
8740/3	title	Malignant melanoma in junctional nevus
8741/2	title	"Precancerous melanosis, NOS"
8741/3	title	Malignant melanoma in precancerous melanosis
8742/2	title	Lentigo maligna
8742/2	sub	"Hutchinson melanotic freckle, NOS"
8742/3	title	Lentigo maligna melanoma
8742/3	sub	Malignant melanoma in Hutchinson melanotic freckle
8743/3	title	Superficial spreading melanoma
8744/3	title	"Acral lentiginous melanoma, malignant"
8745/3	title	"Desmoplastic melanoma, malignant"
8745/3	sub	"Neurotropic melanoma, malignant"
8745/3	sub	"Desmoplastic melanoma, amelanotic"
8746/3	title	Mucosal lentiginous melanoma
8750/0	title	Intradermal nevus
8750/0	sub	Dermal nevus
8760/0	title	Compound nevus
8760/0	sub	Dermal and epidermal nevus
8761/0	title	Small congenital nevus
8761/1	title	"Giant pigmented nevus, NOS"
8761/1	sub	Intermediate and giant congenital nevus
8761/3	title	Malignant melanoma in giant pigmented nevus
8761/3	sub	Malignant melanoma in congenital melanocytic nevus
8762/1	title	Proliferative dermal lesion in congenital nevus
8770/0	title	Epithelioid and spindle cell nevus
8770/0	sub	Juvenile nevus
8770/0	sub	Juvenile melanoma
8770/0	sub	Spitz nevus
8770/0	sub	Pigmented spindle cell nevus of Reed
8770/3	title	Mixed epithelioid and spindle cell melanoma
8771/0	title	Epithelioid cell nevus
8771/3	title	Epithelioid cell melanoma
8772/0	title	"Spindle cell nevus, NOS"
8772/3	title	"Spindle cell melanoma, NOS"
8773/3	title	"Spindle cell melanoma, type A"
8774/3	title	"Spindle cell melanoma, type B"
8780/0	title	"Blue nevus, NOS"
8780/0	sub	Jadassohn blue nevus
8780/3	title	"Blue nevus, malignant"
8790/0	title	Cellular blue nevus
8800/0	title	"Soft tissue tumor, benign"
8800/3	title	"Sarcoma, NOS"
8800/3	sub	Soft tissue sarcoma
8800/3	sub	"Soft tissue tumor, malignant"
8800/3	sub	"Mesenchymal tumor, malignant"
8800/9	title	"Sarcomatosis, NOS"
8801/3	title	Spindle cell sarcoma
8802/3	title	Giant cell sarcoma
8802/3	sub	Pleomorphic cell sarcoma
8803/3	title	Small cell sarcoma
8803/3	sub	Round cell sarcoma
8804/3	title	Epithelioid sarcoma
8804/3	sub	Epithelioid cell sarcoma
8805/3	title	Undifferentiated sarcoma
8806/3	title	Desmoplastic small round cell tumor
8810/0	title	"Fibroma, NOS"
8810/1	title	Cellular fibroma
8810/3	title	"Fibrosarcoma, NOS"
8811/0	title	Fibromyxoma
8811/0	sub	Myxoid fibroma
8811/0	sub	"Myxofibroma, NOS"
8811/3	title	Fibromyxosarcoma
8812/0	title	Periosteal fibroma
8812/3	title	Periosteal fibrosarcoma
8812/3	sub	"Periosteal sarcoma, NOS"
8813/0	title	Fascial fibroma
8813/3	title	Fascial fibrosarcoma
8814/3	title	Infantile fibrosarcoma
8814/3	sub	Congenital fibrosarcoma
8815/0	title	Solitary fibrous tumor
8815/0	sub	Localized fibrous tumor
8815/3	title	"Solitary fibrous tumor, malignant"
8820/0	title	Elastofibroma
8821/1	title	Aggressive fibromatosis
8821/1	sub	Extra-abdominal desmoid
8821/1	sub	"Desmoid, NOS"
8821/1	sub	Invasive fibroma
8822/1	title	Abdominal fibromatosis
8822/1	sub	Abdominal desmoid
8822/1	sub	Mesenteric fibromatosis
8822/1	sub	Retroperitoneal fibromatosis
8823/0	title	Desmoplastic fibroma
8824/0	title	Myofibroma
8824/1	title	Myofibromatosis
8824/1	sub	Congenital generalized fibromatosis
8824/1	sub	Infantile myofibromatosis
8825/0	title	Myofibroblastoma
8825/1	title	"Myofibroblastic tumor, NOS"
8825/1	sub	Inflammatory myofibroblastic tumor
8826/0	title	Angiomyofibroblastoma
8827/1	title	"Myofibroblastic tumor, peribronchial"
8827/1	sub	Congenital peribronchial myofibroblastic tumor
8830/0	title	Benign fibrous histiocytoma
8830/0	sub	"Fibrous histiocytoma, NOS"
8830/0	sub	"Fibroxanthoma, NOS"
8830/0	sub	Xanthofibroma
